"","id","date","saleval"
"526","055.23.03.012.00",2016-07-01,20000
"527","055.23.09.029.00",2016-07-01,50000
"528","055.23.16.015.00",2016-07-01,35000
"529","055.23.17.004.00",2016-07-01,66700
"530","055.24.02.006.00",2016-07-01,40000
"531","055.24.09.010.00",2016-07-01,96000
"532","055.24.11.004.00",2016-07-01,14000
"533","055.24.13.001.00",2016-07-01,110000
"534","055.31.03.031.00",2016-07-01,44300
"535","055.31.07.026.00",2016-07-01,6000
"536","055.31.10.027.00",2016-07-01,38000
"537","055.31.12.004.00",2016-07-01,26000
"538","055.31.25.006.00",2016-07-01,27000
"539","055.31.27.001.01",2016-07-01,250000
"540","055.31.27.001.02",2016-07-01,55000
"541","055.32.01.012.00",2016-07-01,9000
"542","055.32.04.009.00",2016-07-01,3300
"543","055.32.04.022.00",2016-07-01,45000
"544","055.32.09.013.00",2016-07-01,33300
"545","055.32.12.003.00",2016-07-01,33300
"546","055.32.20.004.00",2016-07-01,21000
"547","055.32.23.018.00",2016-07-01,105000
"548","055.41.08.006.00",2016-07-01,38600
"549","055.42.01.004.00",2016-07-01,13500
"550","055.42.02.010.00",2016-07-01,23500
"551","056.11.07.023.00",2016-07-01,32500
"552","056.11.07.043.00",2016-07-01,63300
"553","056.11.08.077.00",2016-07-01,80000
"554","",NA,NA
"555","056.12.06.001.00",2016-07-01,98900
"556","056.12.15.001.00",2016-07-01,20500
"557","056.12.16.016.00",2016-07-01,42600
"558","056.13.02.071.00",2016-07-01,112000
"559","056.13.08.021.00",2016-07-01,80000
"560","056.32.01.003.00",2016-07-01,61000
"561","056.32.06.003.00",2016-07-01,57500
"562","056.32.14.013.00",2016-07-01,115000
"563","056.32.15.018.00",2016-07-01,18000
"564","056.32.17.008.00",2016-07-01,69200
"565","056.32.17.010.00",2016-07-01,26000
"566","056.32.17.015.00",2016-07-01,90000
"567","056.32.20.035.00",2016-07-01,99000
"568","056.32.22.031.00",2016-07-01,21000
"569","056.34.07.016.00",2016-07-01,85000
"570","056.34.08.012.00",2016-07-01,50000
"571","056.41.02.052.00",2016-07-01,80000
"572","056.41.04.027.00",2016-07-01,78500
"573","056.41.04.038.00",2016-07-01,58000
"574","056.41.10.017.00",2016-07-01,18000
"575","056.43.09.019.00",2016-07-01,48000
"576","059.00.00.003.43",2016-07-01,193000
"577","059.00.00.003.58",2016-07-01,232000
"578","059.30.00.094.00",2016-07-01,91500
"579","840.41.10.111.07",2016-07-01,95000
"580","841.30.02.010.38",2016-07-01,684800
"581","843.00.03.007.11",2016-07-01,170100
"582","843.00.03.007.24",2016-07-01,181500
"583","843.00.03.008.13",2016-07-01,140000
"584","843.00.03.016.30",2016-07-01,116000
"585","854.14.16.003.39",2016-07-01,105000
"586","854.21.19.007.14",2016-07-01,314500
"587","040.11.07.002.01",2016-08-01,3000
"588","040.11.07.002.02",2016-08-01,3000
"589","040.13.00.034.00",2016-08-01,70000
"590","040.13.00.035.00",2016-08-01,70000
"591","040.14.24.005.00",2016-08-01,50000
"592","040.23.03.003.00",2016-08-01,275700
"593","040.30.00.001.14",2016-08-01,190000
"594","040.32.01.025.00",2016-08-01,201000
"595","040.43.10.010.00",2016-08-01,800
"596","040.43.10.010.01",2016-08-01,800
"597","040.44.02.006.00",2016-08-01,1000
"598","040.44.08.022.00",2016-08-01,20000
"599","040.44.12.003.00",2016-08-01,78500
"600","040.44.12.006.00",2016-08-01,13000
"601","040.44.13.018.00",2016-08-01,149900
"602","040.44.14.001.00",2016-08-01,293900
"603","040.44.17.010.00",2016-08-01,320000
"604","041.30.02.003.36",2016-08-01,370000
"605","041.33.07.009.00",2016-08-01,28000
"606","044.10.00.054.00",2016-08-01,70000
"607","045.00.01.001.00",2016-08-01,82000
"608","045.00.01.112.00",2016-08-01,84900
"609","045.00.01.118.00",2016-08-01,139000
"610","045.00.01.149.00",2016-08-01,70100
"611","045.00.01.182.00",2016-08-01,114000
"612","045.00.01.189.00",2016-08-01,119900
"613","045.00.01.247.00",2016-08-01,128000
"614","045.00.01.264.00",2016-08-01,144000
"615","045.10.01.105.00",2016-08-01,104000
"616","045.10.01.204.00",2016-08-01,128000
"617","045.30.00.001.34",2016-08-01,116000
"618","045.30.00.001.49",2016-08-01,115000
"619","045.30.00.002.20",2016-08-01,112000
"620","045.30.00.119.00",2016-08-01,131600
"621","045.30.00.199.00",2016-08-01,84000
"622","045.30.00.238.00",2016-08-01,49500
"623","045.30.00.490.00",2016-08-01,122700
"624","045.30.00.544.00",2016-08-01,130000
"625","045.30.01.176.00",2016-08-01,139900
"626","045.40.00.178.02",2016-08-01,97000
"627","054.14.21.001.00",2016-08-01,23300
"628","054.14.21.001.01",2016-08-01,11600
"629","054.14.21.001.02",2016-08-01,100
"630","054.21.05.010.00",2016-08-01,255000
"631","054.22.03.002.00",2016-08-01,49000
"632","054.22.10.004.00",2016-08-01,28000
"633","054.22.11.027.00",2016-08-01,20000
"634","054.22.15.008.00",2016-08-01,35000
"635","054.22.18.033.00",2016-08-01,29000
"636","054.22.28.006.00",2016-08-01,60000
"637","054.23.04.015.00",2016-08-01,270000
"638","054.23.11.001.09",2016-08-01,359800
"639","054.23.15.011.00",2016-08-01,130000
"640","054.24.02.005.00",2016-08-01,139000
"641","054.24.02.006.00",2016-08-01,40000
"642","054.24.08.006.00",2016-08-01,575000
"643","054.24.08.009.00",2016-08-01,575000
"644","054.24.11.013.00",2016-08-01,40000
"645","054.24.11.014.00",2016-08-01,40000
"646","054.24.13.002.00",2016-08-01,270000
"647","054.24.20.015.00",2016-08-01,60000
"648","055.11.11.004.00",2016-08-01,22500
"649","055.11.19.002.00",2016-08-01,114900
"650","055.11.27.024.00",2016-08-01,65000
"651","055.11.31.006.00",2016-08-01,4500
"652","055.12.15.003.00",2016-08-01,35400
"653","055.12.23.020.00",2016-08-01,79900
"654","055.13.02.013.01",2016-08-01,735000
"655","055.13.04.004.00",2016-08-01,46600
"656","055.13.07.030.00",2016-08-01,16000
"657","055.13.08.004.00",2016-08-01,102000
"658","055.13.08.005.00",2016-08-01,48600
"659","055.13.13.017.00",2016-08-01,28000
"660","055.13.16.028.00",2016-08-01,123000
"661","055.13.16.029.00",2016-08-01,102700
"662","055.14.17.005.00",2016-08-01,80000
"663","055.14.17.012.00",2016-08-01,35000
"664","055.14.26.005.00",2016-08-01,42000
"665","055.20.08.001.02",2016-08-01,80100
"666","055.21.01.101.00",2016-08-01,55000
"667","055.21.01.172.00",2016-08-01,114000
"668","055.23.09.024.00",2016-08-01,21000
"669","055.23.11.017.00",2016-08-01,30000
"670","055.23.16.001.00",2016-08-01,149000
"671","055.23.20.013.00",2016-08-01,54500
"672","055.24.07.013.00",2016-08-01,28000
"673","055.31.13.017.00",2016-08-01,36600
"674","055.31.25.003.00",2016-08-01,22500
"675","055.32.01.032.00",2016-08-01,33000
"676","055.32.05.008.00",2016-08-01,72500
"677","055.32.09.013.00",2016-08-01,5700
"678","055.32.10.013.00",2016-08-01,46600
"679","055.32.11.004.00",2016-08-01,39600
"680","055.32.21.008.00",2016-08-01,18000
"681","055.32.23.016.00",2016-08-01,125500
"682","055.32.33.023.00",2016-08-01,59500
"683","055.41.09.022.00",2016-08-01,95000
"684","055.42.01.004.00",2016-08-01,13500
"685","056.11.02.029.00",2016-08-01,28000
"686","056.11.06.018.00",2016-08-01,143000
"687","056.12.01.016.00",2016-08-01,74000
"688","056.12.02.007.00",2016-08-01,7500
"689","056.12.03.006.00",2016-08-01,82700
"690","056.13.02.002.00",2016-08-01,52000
"691","056.13.02.090.00",2016-08-01,105000
"692","056.13.07.009.00",2016-08-01,46000
"693","056.13.07.018.00",2016-08-01,9000
"694","056.14.01.006.00",2016-08-01,57300
"695","056.14.04.011.00",2016-08-01,12000
"696","056.14.05.007.00",2016-08-01,30000
"697","056.20.02.027.05",2016-08-01,17300
"698","056.31.08.014.00",2016-08-01,60000
"699","056.31.11.014.00",2016-08-01,64000
"700","056.31.23.005.00",2016-08-01,135000
"701","056.32.01.007.01",2016-08-01,85000
"702","056.32.22.035.00",2016-08-01,46600
"703","056.32.26.012.00",2016-08-01,107500
"704","056.32.27.016.00",2016-08-01,35000
"705","056.34.08.013.00",2016-08-01,22500
"706","056.41.04.028.00",2016-08-01,30000
"707","056.41.05.031.00",2016-08-01,12000
"708","056.42.01.021.00",2016-08-01,20000
"709","056.42.01.080.00",2016-08-01,56600
"710","056.42.02.018.00",2016-08-01,93000
"711","056.43.09.023.00",2016-08-01,80000
"712","056.44.01.009.00",2016-08-01,17000
"713","058.40.00.221.00",2016-08-01,149900
"714","059.30.00.023.00",2016-08-01,72400
"715","840.32.00.004.00",2016-08-01,160000
"716","840.41.10.108.02",2016-08-01,142000
"717","843.00.03.002.11",2016-08-01,138000
"718","843.00.03.002.33",2016-08-01,125000
"719","843.00.03.008.11",2016-08-01,159000
"720","843.00.03.011.24",2016-08-01,144000
"721","843.00.03.012.13",2016-08-01,125000
"722","843.00.03.020.30",2016-08-01,105000
"723","854.14.05.160.10",2016-08-01,2750000
"724","854.14.16.003.49",2016-08-01,115000
"725","854.23.25.001.05",2016-08-01,172500
"726","854.23.25.010.02",2016-08-01,115000
"727","040.14.06.005.00",2016-09-01,87300
"728","040.41.12.008.00",2016-09-01,127000
"729","040.41.12.198.00",2016-09-01,97500
"730","040.43.02.015.00",2016-09-01,286000
"731","040.43.05.019.00",2016-09-01,75200
"732","040.43.06.027.00",2016-09-01,57500
"733","040.44.01.064.00",2016-09-01,40000
"734","040.44.03.015.00",2016-09-01,58900
"735","040.44.04.002.00",2016-09-01,20000
"736","040.44.09.004.00",2016-09-01,63700
"737","040.44.15.016.00",2016-09-01,98200
"738","040.44.17.012.00",2016-09-01,75200
"739","040.44.17.025.01",2016-09-01,14000
"740","040.44.18.016.00",2016-09-01,35000
"741","041.30.02.011.18",2016-09-01,343500
"742","041.33.04.008.00",2016-09-01,105000
"743","041.33.04.009.00",2016-09-01,105000
"744","041.33.04.009.01",2016-09-01,105000
"745","041.33.04.010.00",2016-09-01,105000
"746","041.33.06.044.00",2016-09-01,49500
"747","041.33.07.006.00",2016-09-01,55000
"748","041.33.07.010.00",2016-09-01,55000
"749","043.00.03.008.11",2016-09-01,134700
"750","045.00.01.163.00",2016-09-01,82100
"751","045.00.01.187.00",2016-09-01,129500
"752","045.00.01.197.00",2016-09-01,124000
"753","045.00.01.215.00",2016-09-01,137000
"754","045.00.01.225.00",2016-09-01,155000
"755","045.10.01.037.00",2016-09-01,150000
"756","045.10.01.067.00",2016-09-01,148000
"757","045.10.01.093.00",2016-09-01,173000
"758","045.10.01.099.00",2016-09-01,159000
"759","045.10.01.123.00",2016-09-01,114000
"760","045.10.01.231.00",2016-09-01,50000
"761","045.20.00.002.00",2016-09-01,70000
"762","045.30.00.001.03",2016-09-01,80100
"763","045.30.00.002.10",2016-09-01,87000
"764","045.30.00.178.00",2016-09-01,94000
"765","045.30.00.287.00",2016-09-01,100000
"766","045.30.00.388.00",2016-09-01,134000
"767","045.40.00.131.00",2016-09-01,92000
"768","054.14.12.011.00",2016-09-01,445000
"769","054.21.11.021.00",2016-09-01,500
"770","054.21.18.009.00",2016-09-01,135000
"771","054.22.01.007.00",2016-09-01,75000
"772","054.22.12.035.00",2016-09-01,295000
"773","054.22.13.017.00",2016-09-01,70000
"774","054.22.26.014.00",2016-09-01,25000
"775","054.23.10.010.00",2016-09-01,80000
"776","054.23.11.001.07",2016-09-01,357000
"777","054.23.19.007.01",2016-09-01,230000
"778","054.23.19.023.00",2016-09-01,121200
"779","054.23.24.007.00",2016-09-01,160000
"780","054.23.24.010.00",2016-09-01,150000
"781","054.23.25.012.00",2016-09-01,222000
"782","054.24.01.002.00",2016-09-01,5000
"783","054.24.19.012.00",2016-09-01,9500
"784","054.42.04.021.00",2016-09-01,31000
"785","054.42.05.017.00",2016-09-01,81700
"786","055.11.08.007.00",2016-09-01,33500
"787","055.11.25.010.00",2016-09-01,11400
"788","055.12.08.012.00",2016-09-01,25000
"789","055.12.10.001.00",2016-09-01,64800
"790","055.12.17.014.00",2016-09-01,53500
"791","055.12.19.019.00",2016-09-01,56600
"792","055.12.20.024.00",2016-09-01,144000
"793","055.12.22.014.00",2016-09-01,89500
"794","055.14.09.002.00",2016-09-01,80000
"795","055.14.23.017.00",2016-09-01,120200
"796","055.14.27.046.00",2016-09-01,78000
"797","055.14.27.058.00",2016-09-01,78000
"798","055.14.27.059.00",2016-09-01,78000
"799","055.20.02.006.00",2016-09-01,100000
"800","055.21.01.114.00",2016-09-01,130000
"801","055.21.01.148.00",2016-09-01,232500
"802","055.21.03.001.00",2016-09-01,31300
"803","055.23.09.034.00",2016-09-01,4700
"804","055.23.19.001.00",2016-09-01,18000
"805","055.23.20.014.00",2016-09-01,82000
"806","055.24.02.012.00",2016-09-01,65000
"807","055.31.05.011.01",2016-09-01,11300
"808","055.31.08.014.00",2016-09-01,11300
"809","055.31.18.004.00",2016-09-01,28100
"810","055.31.21.010.00",2016-09-01,82000
"811","055.32.07.010.00",2016-09-01,287500
"812","055.32.27.001.00",2016-09-01,56000
"813","055.32.28.017.00",2016-09-01,75900
"814","055.32.31.011.00",2016-09-01,127900
"815","055.42.10.002.00",2016-09-01,1250000
"816","056.11.01.040.00",2016-09-01,67000
"817","056.11.02.020.00",2016-09-01,38100
"818","056.11.02.040.00",2016-09-01,28400
"819","056.11.07.043.00",2016-09-01,63300
"820","056.12.02.001.00",2016-09-01,85000
"821","056.12.08.008.00",2016-09-01,37900
"822","056.13.07.015.00",2016-09-01,35900
"823","056.13.12.012.00",2016-09-01,NA
"824","056.13.14.008.00",2016-09-01,53500
"825","056.13.14.026.00",2016-09-01,100000
"826","056.14.01.015.00",2016-09-01,20000
"827","056.14.13.014.00",2016-09-01,135000
"828","056.23.03.003.00",2016-09-01,118000
"829","056.31.01.004.00",2016-09-01,85000
"830","056.31.11.013.00",2016-09-01,97500
"831","056.32.07.008.00",2016-09-01,85000
"832","056.32.12.026.00",2016-09-01,107000
"833","056.32.16.001.00",2016-09-01,120000
"834","056.32.23.008.00",2016-09-01,27000
"835","056.32.26.023.00",2016-09-01,33000
"836","056.34.06.014.00",2016-09-01,41400
"837","056.41.02.012.00",2016-09-01,73900
"838","056.41.02.013.00",2016-09-01,117000
"839","056.41.03.004.00",2016-09-01,108900
"840","056.41.04.075.00",2016-09-01,30000
"841","056.41.04.077.00",2016-09-01,30000
"842","056.41.07.011.00",2016-09-01,89500
"843","056.41.08.004.00",2016-09-01,33300
"844","056.41.08.008.00",2016-09-01,40000
"845","056.42.02.019.00",2016-09-01,20500
"846","056.43.01.003.00",2016-09-01,40600
"847","056.43.01.013.00",2016-09-01,78000
"848","056.43.04.011.00",2016-09-01,70500
"849","056.43.07.008.00",2016-09-01,73500
"850","056.44.01.009.00",2016-09-01,22500
"851","059.20.00.014.00",2016-09-01,189900
"852","059.20.00.015.00",2016-09-01,189900
"853","059.30.00.085.00",2016-09-01,110000
"854","059.30.10.063.00",2016-09-01,270000
"855","840.32.00.017.00",2016-09-01,115000
"856","840.41.10.100.01",2016-09-01,97500
"857","840.41.10.111.02",2016-09-01,127000
"858","841.30.02.009.88",2016-09-01,428200
"859","843.00.03.008.12",2016-09-01,134700
"860","843.00.03.014.33",2016-09-01,117400
"861","854.14.05.160.60",2016-09-01,1200000
"862","854.14.05.705.00",2016-09-01,440000
"863","854.14.12.001.01",2016-09-01,275000
"864","854.14.12.003.01",2016-09-01,525000
"865","854.14.12.022.00",2016-09-01,153000
"866","854.23.16.010.05",2016-09-01,115500
"867","054.23.24.018.00",2016-10-01,220000
"868","054.24.06.018.00",2016-10-01,75000
"869","054.24.06.018.00",2016-10-01,75000
"870","054.24.11.012.00",2016-10-01,44600
"871","054.24.11.012.00",2016-10-01,44600
"872","054.24.20.022.00",2016-10-01,15000
"873","054.42.11.002.00",2016-10-01,61000
"874","055.11.03.032.00",2016-10-01,32500
"875","055.11.08.007.00",2016-10-01,13900
"876","055.11.17.040.00",2016-10-01,46000
"877","055.11.19.008.00",2016-10-01,32000
"878","055.11.26.041.00",2016-10-01,28000
"879","055.11.26.041.00",2016-10-01,28000
"880","040.10.02.006.03",2016-10-01,67500
"881","040.30.00.044.00",2016-10-01,393000
"882","040.32.04.008.00",2016-10-01,51000
"883","040.32.05.002.01",2016-10-01,460000
"884","040.32.05.002.01",2016-10-01,460000
"885","040.41.12.116.00",2016-10-01,13000
"886","040.41.12.116.00",2016-10-01,13000
"887","040.43.05.016.00",2016-10-01,153500
"888","040.43.06.009.00",2016-10-01,155000
"889","040.43.10.008.00",2016-10-01,5700
"890","040.44.02.024.00",2016-10-01,4400
"891","040.44.08.021.00",2016-10-01,4200
"892","040.44.09.044.00",2016-10-01,126000
"893","040.44.09.044.00",2016-10-01,126000
"894","040.44.12.014.00",2016-10-01,35000
"895","040.44.14.035.00",2016-10-01,2900
"896","",NA,NA
"897","",NA,NA
"898","040.44.16.014.00",2016-10-01,35000
"899","040.44.16.014.00",2016-10-01,35000
"900","040.44.16.017.00",2016-10-01,63000
"901","041.33.03.006.00",2016-10-01,16700
"902","041.40.31.012.00",2016-10-01,77000
"903","044.40.00.002.20",2016-10-01,131000
"904","044.40.00.002.20",2016-10-01,131000
"905","044.40.00.002.29",2016-10-01,128000
"906","045.00.00.031.00",2016-10-01,56700
"907","045.00.01.197.00",2016-10-01,124000
"908","045.00.01.254.00",2016-10-01,98000
"909","045.00.02.032.00",2016-10-01,365000
"910","045.00.02.032.00",2016-10-01,365000
"911","045.10.01.043.00",2016-10-01,130000
"912","045.10.01.043.00",2016-10-01,130000
"913","045.10.01.065.00",2016-10-01,135000
"914","045.10.01.123.00",2016-10-01,165000
"915","045.30.00.001.79",2016-10-01,145900
"916","045.30.00.002.22",2016-10-01,125000
"917","045.30.00.002.29",2016-10-01,120000
"918","045.30.00.052.00",2016-10-01,124000
"919","045.30.00.422.00",2016-10-01,125000
"920","045.30.00.639.00",2016-10-01,85000
"921","045.30.00.660.01",2016-10-01,1400
"922","045.30.01.055.00",2016-10-01,136000
"923","045.30.01.072.00",2016-10-01,130000
"924","045.40.00.058.00",2016-10-01,115000
"925","045.40.00.058.00",2016-10-01,115000
"926","045.40.00.091.00",2016-10-01,117000
"927","054.14.07.001.01",2016-10-01,220000
"928","054.21.02.003.00",2016-10-01,80600
"929","054.21.02.003.00",2016-10-01,80600
"930","054.21.02.004.00",2016-10-01,4400
"931","054.21.02.004.00",2016-10-01,4400
"932","054.21.04.009.00",2016-10-01,40000
"933","054.21.08.012.00",2016-10-01,163500
"934","054.21.08.012.00",2016-10-01,163500
"935","",NA,NA
"936","054.21.08.019.00",2016-10-01,94500
"937","054.21.10.002.00",2016-10-01,102500
"938","054.21.11.020.00",2016-10-01,14000
"939","054.21.11.020.00",2016-10-01,14000
"940","054.21.13.017.00",2016-10-01,130200
"941","054.21.13.017.00",2016-10-01,130200
"942","054.21.24.005.01",2016-10-01,62000
"943","054.21.24.006.00",2016-10-01,1720000
"944","054.21.24.007.00",2016-10-01,1720000
"945","054.21.24.008.00",2016-10-01,1720000
"946","054.21.24.009.00",2016-10-01,1720000
"947","054.21.24.010.00",2016-10-01,1720000
"948","054.21.24.011.00",2016-10-01,1720000
"949","054.22.09.018.00",2016-10-01,25000
"950","054.22.09.018.00",2016-10-01,25000
"951","054.22.12.002.00",2016-10-01,80000
"952","054.22.12.002.00",2016-10-01,80000
"953","054.23.15.007.00",2016-10-01,25000
"954","054.23.19.010.00",2016-10-01,280000
"955","054.23.24.018.00",2016-10-01,220000
"956","055.11.30.002.00",2016-10-01,72500
"957","055.13.05.002.02",2016-10-01,22600
"958","055.13.07.028.00",2016-10-01,3000
"959","055.14.02.006.00",2016-10-01,78000
"960","055.14.02.006.00",2016-10-01,78000
"961","055.14.02.023.00",2016-10-01,31500
"962","055.14.02.026.00",2016-10-01,65000
"963","055.14.02.026.00",2016-10-01,65000
"964","055.14.17.001.00",2016-10-01,105000
"965","055.14.17.001.00",2016-10-01,105000
"966","055.14.26.008.00",2016-10-01,51000
"967","055.14.26.008.00",2016-10-01,51000
"968","055.21.01.106.00",2016-10-01,133200
"969","055.21.06.005.00",2016-10-01,83000
"970","055.24.02.014.00",2016-10-01,121500
"971","055.24.02.014.00",2016-10-01,121500
"972","055.24.11.008.00",2016-10-01,36000
"973","055.31.01.014.00",2016-10-01,5000
"974","055.31.03.037.00",2016-10-01,46600
"975","055.31.03.038.00",2016-10-01,46600
"976","055.31.03.039.00",2016-10-01,46600
"977","055.31.07.036.00",2016-10-01,50000
"978","055.31.10.020.00",2016-10-01,36600
"979","055.31.12.029.00",2016-10-01,59900
"980","055.31.15.013.00",2016-10-01,32200
"981","055.31.18.004.00",2016-10-01,14700
"982","055.32.04.003.00",2016-10-01,31400
"983","055.32.04.003.00",2016-10-01,31400
"984","055.32.04.040.00",2016-10-01,80000
"985","055.32.12.003.00",2016-10-01,83500
"986","055.32.21.009.00",2016-10-01,8000
"987","055.32.27.027.00",2016-10-01,64700
"988","055.32.31.005.00",2016-10-01,73000
"989","055.32.31.005.00",2016-10-01,73000
"990","055.32.31.016.00",2016-10-01,73000
"991","055.32.32.003.00",2016-10-01,74900
"992","055.41.02.020.00",2016-10-01,35000
"993","055.41.02.020.00",2016-10-01,35000
"994","055.41.10.016.00",2016-10-01,95000
"995","055.41.10.016.00",2016-10-01,95000
"996","056.11.01.053.00",2016-10-01,70000
"997","056.11.08.056.00",2016-10-01,96000
"998","056.12.02.002.00",2016-10-01,65000
"999","056.12.03.012.00",2016-10-01,30000
"1000","",NA,NA
"1001","",NA,NA
"1002","056.12.15.005.00",2016-10-01,26200
"1003","056.13.04.006.00",2016-10-01,49500
"1004","056.13.05.006.00",2016-10-01,86000
"1005","056.13.15.003.00",2016-10-01,98500
"1006","056.13.15.003.00",2016-10-01,98500
"1007","056.13.17.001.01",2016-10-01,73500
"1008","056.14.02.002.00",2016-10-01,57000
"1009","056.14.02.002.00",2016-10-01,57000
"1010","",NA,NA
"1011","",NA,NA
"1012","056.14.11.006.00",2016-10-01,450000
"1013","056.14.11.006.00",2016-10-01,450000
"1014","056.23.01.014.00",2016-10-01,89000
"1015","056.23.02.028.00",2016-10-01,106000
"1016","056.23.02.028.00",2016-10-01,106000
"1017","056.23.02.030.00",2016-10-01,114900
"1018","056.23.02.030.00",2016-10-01,114900
"1019","056.32.10.004.00",2016-10-01,70000
"1020","056.32.10.004.00",2016-10-01,70000
"1021","056.32.17.015.00",2016-10-01,90000
"1022","056.32.20.013.00",2016-10-01,46000
"1023","056.32.27.021.00",2016-10-01,55000
"1024","056.34.05.004.00",2016-10-01,72000
"1025","056.34.05.004.00",2016-10-01,72000
"1026","056.34.07.016.00",2016-10-01,40000
"1027","056.34.08.004.00",2016-10-01,50000
"1028","056.34.08.017.00",2016-10-01,17000
"1029","056.41.01.008.00",2016-10-01,75000
"1030","056.42.01.019.00",2016-10-01,53000
"1031","056.42.01.042.00",2016-10-01,58000
"1032","056.43.08.013.00",2016-10-01,71500
"1033","056.43.08.013.00",2016-10-01,71500
"1034","056.43.10.003.00",2016-10-01,78200
"1035","056.43.10.007.00",2016-10-01,55000
"1036","059.00.00.003.15",2016-10-01,140000
"1037","059.00.00.003.15",2016-10-01,140000
"1038","059.00.00.003.24",2016-10-01,125000
"1039","059.00.00.003.24",2016-10-01,125000
"1040","059.00.00.017.00",2016-10-01,70000
"1041","059.30.10.004.00",2016-10-01,217500
"1042","840.32.00.020.00",2016-10-01,192500
"1043","840.32.00.020.00",2016-10-01,192500
"1044","843.00.03.007.31",2016-10-01,177400
"1045","843.00.03.016.32",2016-10-01,122500
"1046","854.14.05.503.00",2016-10-01,676000
"1047","854.14.05.503.00",2016-10-01,676000
"1048","854.14.12.001.07",2016-10-01,275000
"1049","854.14.12.001.47",2016-10-01,275000
"1050","854.21.14.010.21",2016-10-01,118000
"1051","854.23.12.003.03",2016-10-01,145000
